args.keyword is: 
args.excludekeyword is: 
==========,PACMPL,TITLE,AUTHORS,URL,===========
* SYNTHESIZING BIJECTIVE LENSES.,Anders Miltner Kathleen Fisher Benjamin C. Pierce David Walker Steve Zdancewic,https://doi.org/10.1145/3158089
* WEBRELATE: INTEGRATING WEB DATA WITH SPREADSHEETS USING EXAMPLES.,Jeevana Priya Inala Rishabh Singh,https://doi.org/10.1145/3158090
* WHAT IS DECIDABLE ABOUT STRING CONSTRAINTS WITH THE REPLACEALL FUNCTION.,Taolue Chen Yan Chen Matthew Hague Anthony W. Lin Zhilin Wu,https://doi.org/10.1145/3158091
* STRING CONSTRAINTS WITH CONCATENATION AND TRANSDUCERS SOLVED EFFICIENTLY.,Lukás Holík Petr Janku Anthony W. Lin Philipp Rümmer Tomás Vojnar,https://doi.org/10.1145/3158092
* LINEAR HASKELL: PRACTICAL LINEARITY IN A HIGHER-ORDER POLYMORPHIC LANGUAGE.,Jean-Philippe Bernardy Mathieu Boespflug Ryan R. Newton Simon Peyton Jones Arnaud Spiwack,https://doi.org/10.1145/3158093
"* POLYADIC APPROXIMATIONS, FIBRATIONS AND INTERSECTION TYPES.",Damiano Mazza Luc Pellissier Pierre Vial,https://doi.org/10.1145/3158094
* HANDLING FIBRED ALGEBRAIC EFFECTS.,Danel Ahman,https://doi.org/10.1145/3158095
* HANDLE WITH CARE: RELATIONAL INTERPRETATION OF ALGEBRAIC EFFECTS AND HANDLERS.,Dariusz Biernacki Maciej Piróg Piotr Polesiuk Filip Sieczkowski,https://doi.org/10.1145/3158096
* AUTOMATED LEMMA SYNTHESIS IN SYMBOLIC-HEAP SEPARATION LOGIC.,Quang-Trung Ta Ton Chanh Le Siau-Cheng Khoo Wei-Ngan Chin,https://doi.org/10.1145/3158097
* FOUNDATIONS FOR NATURAL PROOFS AND QUANTIFIER INSTANTIATION.,Christof Löding P. Madhusudan Lucas Peña,https://doi.org/10.1145/3158098
* HIGHER-ORDER CONSTRAINED HORN CLAUSES FOR VERIFICATION.,Toby Cathcart Burn C.-H. Luke Ong Steven J. Ramsay,https://doi.org/10.1145/3158099
* RELATIVELY COMPLETE REFINEMENT TYPE SYSTEM FOR VERIFICATION OF HIGHER-ORDER NON-DETERMINISTIC PROGRAMS.,Hiroshi Unno Yuki Satake Tachio Terauchi,https://doi.org/10.1145/3158100
