args.keyword is: 
args.excludekeyword is: 
==========,PACMPL,TITLE,AUTHORS,URL,===========
* HERBARIUM RACKETENSIS: A STROLL THROUGH THE WOODS (FUNCTIONAL PEARL).,Vincent St-Amour Daniel Feltey Spencer P. Florence Shu-Hung You Robert Bruce Findler,https://doi.org/10.1145/3110245
* TESTING AND DEBUGGING FUNCTIONAL REACTIVE PROGRAMMING.,Ivan Perez Henrik Nilsson,https://doi.org/10.1145/3110246
* LOCK-STEP SIMULATION IS CHILD'S PLAY (EXPERIENCE REPORT).,Joachim Breitner Chris Smith,https://doi.org/10.1145/3110247
* SCALING UP FUNCTIONAL PROGRAMMING EDUCATION: UNDER THE HOOD OF THE OCAML MOOC.,Benjamin Canou Roberto Di Cosmo Grégoire Henry,https://doi.org/10.1145/3110248
* FASTER COROUTINE PIPELINES.,J. Michael Spivey,https://doi.org/10.1145/3110249
* A PRETTY BUT NOT GREEDY PRINTER (FUNCTIONAL PEARL).,Jean-Philippe Bernardy,https://doi.org/10.1145/3110250
* GENERIC FUNCTIONAL PARALLEL ALGORITHMS: SCAN AND FFT.,Conal Elliott,https://doi.org/10.1145/3110251
* A UNIFIED APPROACH TO SOLVING SEVEN PROGRAMMING PROBLEMS (FUNCTIONAL PEARL).,William E. Byrd A. Ballantyne Gregory Rosenblatt Matthew Might,https://doi.org/10.1145/3110252
* PROTOTYPING A QUERY COMPILER USING COQ (EXPERIENCE REPORT).,Joshua S. Auerbach Martin Hirzel Louis Mandel Avraham Shinnar Jérôme Siméon,https://doi.org/10.1145/3110253
* A FRAMEWORK FOR ADAPTIVE DIFFERENTIAL PRIVACY.,Daniel Winograd-Cort Andreas Haeberlen Aaron Roth Benjamin C. Pierce,https://doi.org/10.1145/3110254
* SYMBOLIC CONDITIONING OF ARRAYS IN PROBABILISTIC PROGRAMS.,Praveen Narayanan Chung-chieh Shan,https://doi.org/10.1145/3110255
* ABSTRACTING DEFINITIONAL INTERPRETERS (FUNCTIONAL PEARL).,David Darais Nicholas Labich Phuc C. Nguyen David Van Horn,https://doi.org/10.1145/3110256
"* ON THE EXPRESSIVE POWER OF USER-DEFINED EFFECTS: EFFECT HANDLERS, MONADIC REFLECTION, DELIMITED CONTROL.",Yannick Forster Ohad Kammar Sam Lindley Matija Pretnar,https://doi.org/10.1145/3110257
* IMPERATIVE FUNCTIONAL PROGRAMS THAT EXPLAIN THEIR WORK.,Wilmer Ricciotti Jan Stolarek Roly Perera James Cheney,https://doi.org/10.1145/3110258
* EFFECT-DRIVEN QUICKCHECKING OF COMPILERS.,Jan Midtgaard Mathias Nygaard Justesen Patrick Kasting Flemming Nielson Hanne Riis Nielson,https://doi.org/10.1145/3110259
* PERSISTENCE FOR THE MASSES: RRB-VECTORS IN A SYSTEMS LANGUAGE.,Juan Pedro Bolívar Puente,https://doi.org/10.1145/3110260
* VERIFIED LOW-LEVEL PROGRAMMING EMBEDDED IN F.,Jonathan Protzenko Jean Karim Zinzindohoué Aseem Rastogi Tahina Ramananandro Peng Wang Santiago Zanella Béguelin Antoine Delignat-Lavaud Catalin Hritcu Karthikeyan Bhargavan Cédric Fournet Nikhil Swamy,https://doi.org/10.1145/3110261
* VERIFYING EFFICIENT FUNCTION CALLS IN CAKEML.,Scott Owens Michael Norrish Ramana Kumar Magnus O. Myreen Yong Kiam Tan,https://doi.org/10.1145/3110262
* BETTER LIVING THROUGH OPERATIONAL SEMANTICS: AN OPTIMIZING COMPILER FOR RADIO PROTOCOLS.,Geoffrey Mainland,https://doi.org/10.1145/3110263
* FOUNDATIONS OF STRONG CALL BY NEED.,Thibaut Balabonski Pablo Barenbaum Eduardo Bonelli Delia Kesner,https://doi.org/10.1145/3110264
* A RELATIONAL LOGIC FOR HIGHER-ORDER PROGRAMS.,Alejandro Aguirre Gilles Barthe Marco Gaboardi Deepak Garg Pierre-Yves Strub,https://doi.org/10.1145/3110265
* HOW TO PROVE YOUR CALCULUS IS DECIDABLE: PRACTICAL APPLICATIONS OF SECOND-ORDER ALGEBRAIC THEORIES AND COMPUTATION.,Makoto Hamana,https://doi.org/10.1145/3110266
* NO-BRAINER CPS CONVERSION (FUNCTIONAL PEARL).,Milo Davis William Meehan Olin Shivers,https://doi.org/10.1145/3110267
* KAMI: A PLATFORM FOR HIGH-LEVEL PARAMETRIC HARDWARE SPECIFICATION AND ITS MODULAR VERIFICATION.,Joonwon Choi Muralidaran Vijayaraghavan Benjamin Sherman Adam Chlipala Arvind,https://doi.org/10.1145/3110268
* SPACESEARCH: A LIBRARY FOR BUILDING AND VERIFYING SOLVER-AIDED TOOLS.,Konstantin Weitz Steven Lyubomirsky Stefan Heule Emina Torlak Michael D. Ernst Zachary Tatlock,https://doi.org/10.1145/3110269
* LOCAL REFINEMENT TYPING.,Benjamin Cosman Ranjit Jhala,https://doi.org/10.1145/3110270
* COMPILING TO CATEGORIES.,Conal Elliott,https://doi.org/10.1145/3110271
* VISITORS UNCHAINED.,François Pottier,https://doi.org/10.1145/3110272
* STAGED GENERIC PROGRAMMING.,Jeremy Yallop,https://doi.org/10.1145/3110273
* SUPER 8 LANGUAGES FOR MAKING MOVIES (FUNCTIONAL PEARL).,Leif Andersen Stephen Chang Matthias Felleisen,https://doi.org/10.1145/3110274
* A SPECIFICATION FOR DEPENDENT TYPES IN HASKELL.,Stephanie Weirich Antoine Voizard Pedro Henrique Azevedo de Amorim Richard A. Eisenberg,https://doi.org/10.1145/3110275
* PARAMETRIC QUANTIFIERS FOR DEPENDENT TYPE THEORY.,Andreas Nuyts Andrea Vezzosi Dominique Devriese,https://doi.org/10.1145/3110276
* NORMALIZATION BY EVALUATION FOR SIZED DEPENDENT TYPES.,Andreas Abel Andrea Vezzosi Théo Winterhalter,https://doi.org/10.1145/3110277
* A METAPROGRAMMING FRAMEWORK FOR FORMAL VERIFICATION.,Gabriel Ebner Sebastian Ullrich Jared Roesch Jeremy Avigad Leonardo de Moura,https://doi.org/10.1145/3110278
* CHAPERONE CONTRACTS FOR HIGHER-ORDER SESSIONS.,Hernán C. Melgratti Luca Padovani,https://doi.org/10.1145/3110279
* WHIP: HIGHER-ORDER CONTRACTS FOR MODERN SERVICES.,Lucas Waye Stephen Chong Christos Dimoulas,https://doi.org/10.1145/3110280
* MANIFEST SHARING WITH SESSION TYPES.,Stephanie Balzer Frank Pfenning,https://doi.org/10.1145/3110281
* GRADUAL SESSION TYPES.,Atsushi Igarashi Peter Thiemann Vasco T. Vasconcelos Philip Wadler,https://doi.org/10.1145/3110282
"* THEOREMS FOR FREE FOR FREE: PARAMETRICITY, WITH AND WITHOUT TYPES.",Amal Ahmed Dustin Jamner Jeremy G. Siek Philip Wadler,https://doi.org/10.1145/3110283
* ON POLYMORPHIC GRADUAL TYPING.,Yuu Igarashi Taro Sekiyama Atsushi Igarashi,https://doi.org/10.1145/3110284
* GRADUAL TYPING WITH UNION AND INTERSECTION TYPES.,Giuseppe Castagna Victor Lanvin,https://doi.org/10.1145/3110285
* CONSTRAINED TYPE FAMILIES.,J. Garrett Morris Richard A. Eisenberg,https://doi.org/10.1145/3110286
