args.keyword is: 
args.excludekeyword is: 
==========,PACMPL,TITLE,AUTHORS,URL,===========
==========,TOCS,TITLE,AUTHORS,URL,===========
* GPUFS: INTEGRATING A FILE SYSTEM WITH GPUS.,Mark Silberstein Bryan Ford Idit Keidar Emmett Witchel,https://doi.org/10.1145/2553081
* COMPREHENSIVE FORMAL VERIFICATION OF AN OS MICROKERNEL.,Gerwin Klein June Andronick Kevin Elphinstone Toby C. Murray Thomas Sewell Rafal Kolanski Gernot Heiser,https://doi.org/10.1145/2560537
* MARKET MECHANISMS FOR MANAGING DATACENTERS WITH HETEROGENEOUS MICROARCHITECTURES.,Marisabel Guevara Benjamin Lubin Benjamin C. Lee,https://doi.org/10.1145/2541258
* FAULTS IN LINUX 2.6.,Nicolas Palix Gaël Thomas Suman Saha Christophe Calvès Gilles Muller Julia Lawall,https://doi.org/10.1145/2619090
* TAINTDROID: AN INFORMATION-FLOW TRACKING SYSTEM FOR REALTIME PRIVACY MONITORING ON SMARTPHONES.,William Enck Peter Gilbert Seungyeop Han Vasant Tendulkar Byung-Gon Chun Landon P. Cox Jaeyeon Jung Patrick D. McDaniel Anmol N. Sheth,https://doi.org/10.1145/2619091
* OPTIMIZING THE BLOCK I/O SUBSYSTEM FOR FAST STORAGE DEVICES.,Youngjin Yu Dongin Shin Woong Shin Nae Young Song Jae-Woo Choi Hyeong Seog Kim Hyeonsang Eom Heon Young Yeom,https://doi.org/10.1145/2619092
* SCALING PERFORMANCE VIA SELF-TUNING APPROXIMATION FOR GRAPHICS ENGINES.,Mehrzad Samadi Janghaeng Lee Davoud Anoushe Jamshidi Scott A. Mahlke Amir Hormati,https://doi.org/10.1145/2631913
* ENERGY ANALYSIS OF HARDWARE AND SOFTWARE RANGE PARTITIONING.,Lisa Wu Orestis Polychroniou Raymond J. Barker Martha A. Kim Kenneth A. Ross,https://doi.org/10.1145/2638550
* APPROXIMATE STORAGE IN SOLID-STATE MEMORIES.,Adrian Sampson Jacob Nelson Karin Strauss Luis Ceze,https://doi.org/10.1145/2644808
* THE SCALABLE COMMUTATIVITY RULE: DESIGNING SCALABLE SOFTWARE FOR MULTICORE PROCESSORS.,Austin T. Clements M. Frans Kaashoek Nickolai Zeldovich Robert Tappan Morris Eddie Kohler,https://doi.org/10.1145/2699681
* MECHANISTIC MODELING OF ARCHITECTURAL VULNERABILITY FACTOR.,Arun Arvind Nair Stijn Eyerman Jian Chen Lizy Kurian John Lieven Eeckhout,https://doi.org/10.1145/2669364
* THE NEXT 700 BFT PROTOCOLS.,Pierre-Louis Aublin Rachid Guerraoui Nikola Knezevic Vivien Quéma Marko Vukolic,https://doi.org/10.1145/2658994
==========,TCAD,TITLE,AUTHORS,URL,===========
* EDITORIAL.,Vijaykrishnan Narayanan Charles J. Alpert Sara Dailey,https://doi.org/10.1109/TCAD.2014.2380491
* SECURITY VULNERABILITIES OF EMERGING NONVOLATILE MAIN MEMORIES AND COUNTERMEASURES.,Sachhidh Kannan Naghmeh Karimi Ozgur Sinanoglu Ramesh Karri,https://doi.org/10.1109/TCAD.2014.2369741
* GARBAGE COLLECTION FOR LOW PERFORMANCE VARIATION IN NAND FLASH STORAGE SYSTEMS.,Sanghyuk Jung Yong Ho Song,https://doi.org/10.1109/TCAD.2014.2369501
* DESIGN AND OPTIMIZATION OF A CYBERPHYSICAL DIGITAL-MICROFLUIDIC BIOCHIP FOR THE POLYMERASE CHAIN REACTION.,Yan Luo Bhargab B. Bhattacharya Tsung-Yi Ho Krishnendu Chakrabarty,https://doi.org/10.1109/TCAD.2014.2363396
* SOFT-CORE DATAFLOW PROCESSOR ARCHITECTURE OPTIMIZED FOR RADAR SIGNAL PROCESSING.,Rene Broich Hans Grobler,https://doi.org/10.1109/TCAD.2014.2363388
