args.keyword is: 
args.excludekeyword is: 
==========,DAC,TITLE,AUTHORS,URL,===========
* HADFL: HETEROGENEITY-AWARE DECENTRALIZED FEDERATED LEARNING FRAMEWORK.,Jing Cao Zirui Lian Weihong Liu Zongwei Zhu Cheng Ji,https://doi.org/10.1109/DAC18074.2021.9586101
* GENERAL CHAIR'S MESSAGE.,Harry Foster,https://doi.org/10.1109/DAC18074.2021.9586182
* REGHD: ROBUST AND EFFICIENT REGRESSION IN HYPER-DIMENSIONAL LEARNING SYSTEM.,Alejandro Hernández-Cano Cheng Zhuo Xunzhao Yin Mohsen Imani,https://doi.org/10.1109/DAC18074.2021.9586284
* A3C-S: AUTOMATED AGENT ACCELERATOR CO-SEARCH TOWARDS EFFICIENT DEEP REINFORCEMENT LEARNING.,Yonggan Fu Yongan Zhang Chaojian Li Zhongzhi Yu Yingyan Lin,https://doi.org/10.1109/DAC18074.2021.9586305
* AID: ATTESTING THE INTEGRITY OF DEEP NEURAL NETWORKS.,Omid Aramoon Pin-Yu Chen Gang Qu,https://doi.org/10.1109/DAC18074.2021.9586290
* MAT: PROCESSING IN-MEMORY ACCELERATION FOR LONG-SEQUENCE ATTENTION.,Minxuan Zhou Yunhui Guo Weihong Xu Bin Li Kevin W. Eliceiri Tajana Rosing,https://doi.org/10.1109/DAC18074.2021.9586212
* JPDHEAP: A JVM HEAP DESIGN FOR PM-DRAM MEMORIES.,Litong You Tianxiao Gu Shengan Zheng Jianmei Guo Sanhong Li Yuting Chen Linpeng Huang,https://doi.org/10.1109/DAC18074.2021.9586279
* SFLU: SYNCHRONIZATION-FREE SPARSE LU FACTORIZATION FOR FAST CIRCUIT SIMULATION ON GPUS.,Jianqi Zhao Yao Wen Yuchen Luo Zhou Jin Weifeng Liu Zhenya Zhou,https://doi.org/10.1109/DAC18074.2021.9586141
* PIM-QUANTIFIER: A PROCESSING-IN-MEMORY PLATFORM FOR MRNA QUANTIFICATION.,Fan Zhang Shaahin Angizi Naima Ahmed Fahmi Wei Zhang Deliang Fan,https://doi.org/10.1109/DAC18074.2021.9586144
* NETWORK-ON-INTERPOSER DESIGN FOR AGILE NEURAL-NETWORK PROCESSOR CHIP CUSTOMIZATION.,Mengdi Wang Ying Wang Cheng Liu Lei Zhang,https://doi.org/10.1109/DAC18074.2021.9586261
* DISTILLING ARBITRATION LOGIC FROM TRACES USING MACHINE LEARNING: A CASE STUDY ON NOC.,Yuan Zhou Hanyu Wang Jieming Yin Zhiru Zhang,https://doi.org/10.1109/DAC18074.2021.9586301
* TOPOLOGY AGNOSTIC VIRTUAL CHANNEL ASSIGNMENT AND PROTOCOL LEVEL DEADLOCK AVOIDANCE IN A NETWORK-ON-CHIP.,Anup Gangwar Ravishankar Sreedharan Ambica Prasad Nitin Kumar Agarwal Sri Harsha Gade,https://doi.org/10.1109/DAC18074.2021.9586196
* ADELE: AN ADAPTIVE CONGESTION-AND-ENERGY-AWARE ELEVATOR SELECTION FOR PARTIALLY CONNECTED 3D NOCS.,Ebadollah Taheri Ryan Gary Kim Mahdi Nikdast,https://doi.org/10.1109/DAC18074.2021.9586174
* QUANTIFYING ROWHAMMER VULNERABILITY FOR DRAM SECURITY.,Yichen Jiang Huifeng Zhu Dean Sullivan Xiaolong Guo Xuan Zhang Yier Jin,https://doi.org/10.1109/DAC18074.2021.9586119
* HLOCK: LOCKING IPS AT THE HIGH-LEVEL LANGUAGE.,Md Rafid Muttaki Roshanak Mohammadivojdan Mark M. Tehranipoor Farimah Farahmandi,https://doi.org/10.1109/DAC18074.2021.9586159
* SACRED: AN ATTACK FRAMEWORK ON SAC RESISTANT DELAY-PUFS LEVERAGING BIAS AND RELIABILITY FACTORS.,Durba Chatterjee Urbi Chatterjee Debdeep Mukhopadhyay Aritra Hazra,https://doi.org/10.1109/DAC18074.2021.9586249
* FORTIFYING RTL LOCKING AGAINST ORACLE-LESS (UNTRUSTED FOUNDRY) AND ORACLE-GUIDED ATTACKS.,Nimisha Limaye Animesh Basak Chowdhury Christian Pilato Mohammed Thari Nabeel Ozgur Sinanoglu Siddharth Garg Ramesh Karri,https://doi.org/10.1109/DAC18074.2021.9586314
* MOVE-ON-MODIFY: AN EFFICIENT YET CRASH-CONSISTENT UPDATE STRATEGY FOR INTERLACED MAGNETIC RECORDING.,Yuhong Liang Ming-Chang Yang,https://doi.org/10.1109/DAC18074.2021.9586091
* REINFORCEMENT LEARNING-ASSISTED CACHE CLEANING TO MITIGATE LONG-TAIL LATENCY IN DM-SMR.,Yungang Pan Zhiping Jia Zhaoyan Shen Bingzhe Li Wanli Chang Zili Shao,https://doi.org/10.1109/DAC18074.2021.9586084
* OPENMEM: HARDWARE/SOFTWARE COOPERATIVE MANAGEMENT FOR MOBILE MEMORY SYSTEM.,Fei Wen Mian Qin Paul Gratz A. L. Narasimha Reddy,https://doi.org/10.1109/DAC18074.2021.9586186
* MOBILESWAP: CROSS-DEVICE MEMORY SWAPPING FOR MOBILE DEVICES.,Changlong Li Liang Shi Chun Jason Xue,https://doi.org/10.1109/DAC18074.2021.9586108
