args.keyword is: 
args.excludekeyword is: 
==========,DAC,TITLE,AUTHORS,URL,===========
* INVITED - AIRTOUCH: A NOVEL SINGLE LAYER 3D TOUCH SENSING SYSTEM FOR HUMAN/MOBILE DEVICES INTERACTIONS.,Li Du Chun-Chen Liu Adrian Tang Yan Zhang Yilei Li Kye Cheung Mau-Chung Frank Chang,https://doi.org/10.1145/2897937.2901902
* INVITED - A 2.2 GHZ SRAM WITH HIGH TEMPERATURE VARIATION IMMUNITY FOR DEEP LEARNING APPLICATION UNDER 28NM.,Chun-Chen Liu Yen-Hsiang Wang Yilei Li Chien-Heng Wong Tien Pei Chou Young-Kai Chen M.-C. Frank Chang,https://doi.org/10.1145/2897937.2903982
* INVITED - WIRELESS SENSOR NODES FOR ENVIRONMENTAL MONITORING IN INTERNET OF THINGS.,Ting-Chou Lu Li-Ren Huang Yu Lee Kun-Ju Tsai Yu-Te Liao Nai-Chen Cheng Yuan-Hua Chu Yi-Hsing Tsai Fang-Chu Chen Tzi-cker Chiueh,https://doi.org/10.1145/2897937.2898602
* ACCURATE PHASE-LEVEL CROSS-PLATFORM POWER AND PERFORMANCE ESTIMATION.,Xinnian Zheng Lizy K. John Andreas Gerstlauer,https://doi.org/10.1145/2897937.2897977
* LATENCY SENSITIVITY-BASED CACHE PARTITIONING FOR HETEROGENEOUS MULTI-CORE ARCHITECTURE.,Po-Han Wang Cheng-Hsuan Li Chia-Lin Yang,https://doi.org/10.1145/2897937.2898036
* SINGLE-TIER VIRTUAL QUEUING: AN EFFICACIOUS MEMORY CONTROLLER ARCHITECTURE FOR MPSOCS WITH MULTIPLE REALTIME CORES.,Yang Song Kambiz Samadi Bill Lin,https://doi.org/10.1145/2897937.2898093
* DEBUGGING AND VERIFYING SOC DESIGNS THROUGH EFFECTIVE CROSS-LAYER HARDWARE-SOFTWARE CO-SIMULATION.,Keith A. Campbell Leon He Liwei Yang Swathi T. Gurumani Kyle Rupnow Deming Chen,https://doi.org/10.1145/2897937.2898002
* EFFICIENT PERFORMANCE MODELING VIA DUAL-PRIOR BAYESIAN MODEL FUSION FOR ANALOG AND MIXED-SIGNAL CIRCUITS.,Qicheng Huang Chenlei Fang Fan Yang Xuan Zeng Dian Zhou Xin Li,https://doi.org/10.1145/2897937.2898014
* CORRELATED BAYESIAN MODEL FUSION: EFFICIENT PERFORMANCE MODELING OF LARGE-SCALE TUNABLE ANALOG/RF INTEGRATED CIRCUITS.,Fa Wang Xin Li,https://doi.org/10.1145/2897937.2897999
* EFFICIENT PERFORMANCE MODELING OF ANALOG INTEGRATED CIRCUITS VIA KERNEL DENSITY BASED SPARSE REGRESSION.,Chenlei Fang Qicheng Huang Fan Yang Xuan Zeng Dian Zhou Xin Li,https://doi.org/10.1145/2897937.2898013
* RELEVANCE VECTOR AND FEATURE MACHINE FOR STATISTICAL ANALOG CIRCUIT CHARACTERIZATION AND BUILT-IN SELF-TEST OPTIMIZATION.,Honghuang Lin Peng Li,https://doi.org/10.1145/2897937.2898081
* RELIABILITY-AWARE DESIGN TO SUPPRESS AGING.,Hussam Amrouch Behnam Khaleghi Andreas Gerstlauer Jörg Henkel,https://doi.org/10.1145/2897937.2898082
* STATISTICAL FAULT INJECTION FOR IMPACT-EVALUATION OF TIMING ERRORS ON APPLICATION PERFORMANCE.,Jeremy Constantin Andreas Peter Burg Zheng Wang Anupam Chattopadhyay Georgios Karakonstantis,https://doi.org/10.1145/2897937.2898095
* SERIAL T0: APPROXIMATE BUS ENCODING FOR ENERGY-EFFICIENT TRANSMISSION OF SENSOR SIGNALS.,Daniele Jahier Pagliari Enrico Macii Massimo Poncino,https://doi.org/10.1145/2897937.2898089
* DESIGNING APPROXIMATE CIRCUITS USING CLOCK OVERGATING.,Younghoon Kim Swagath Venkataramani Kaushik Roy Anand Raghunathan,https://doi.org/10.1145/2897937.2898005
* INVITED - HETEROGENEOUS DATACENTERS: OPTIONS AND OPPORTUNITIES.,Jason Cong Muhuan Huang Di Wu Cody Hao Yu,https://doi.org/10.1145/2897937.2905012
* INVITED - THE CASE FOR EMBEDDED SCALABLE PLATFORMS.,Luca P. Carloni,https://doi.org/10.1145/2897937.2905018
